budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$28,000,000.00","Action, Crime, Drama",254473,tt1430612,en,Brick Mansions,7.48,"Canal+, EuropaCorp, Ciné+, D8","Canada, France",2014-04-22,"$68,896,829.00",90,English,Released,Brick Mansions,5.7,628,yes,no,yes,yes
"$130,000,000.00","Action, Adventure, History, Romance, Drama",76649,tt1921064,en,Pompeii,12.2,"Impact Pictures, TriStar Pictures, Don Carmody Productions, FilmDistrict, Constantin Film International","Canada, Germany, United States of America",2014-02-18,"$117,831,631.00",105,English,Released,Pompeii,5.2,1294,yes,no,yes,yes
"$18,000,000.00",Comedy,195589,tt2004420,en,Neighbors,11.91,"Universal Pictures, Point Grey Pictures, Good Universe",United States of America,2014-05-08,"$268,157,400.00",96,English,Released,Neighbors,6.2,2773,no,no,yes,no
"$10,900,000.00",Drama,205601,tt2404181,en,Belle,13.45,"Isle of Man Film, DJ Films, British Film Institute (BFI), Pinewood Studios, Metrol Technology",United Kingdom,2013-09-08,"$16,505,460.00",105,English,Released,Belle,7.2,230,no,no,yes,no
"$16,000,000.00","Drama, Romance",152599,tt1951181,en,The Immigrant,6.99,"Kingsgate Films, Worldview Entertainment",United States of America,2013-07-03,"$5,867,686.00",117,"Latin, English, Polish",Released,The Immigrant,6.2,256,yes,yes,yes,no
"$5,000,000.00",Comedy,252680,tt3014666,en,Moms' Night Out,6.13,"TriStar Pictures, Provident Films, Pure Flix Entertainment, Affirm Films, FourBoys Entertainment",United States of America,2014-03-25,"$10,429,707.00",98,English,Released,Moms' Night Out,5.5,122,no,no,yes,no
"$250,000,000.00","Action, Adventure, Fantasy, Science Fiction",127585,tt1877832,en,X-Men: Days of Future Past,26.06,"Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Down Productions, Revolution Sun Studios","United Kingdom, United States of America",2014-05-15,"$747,862,775.00",131,English,Released,X-Men: Days of Future Past,7.5,6155,yes,no,yes,yes
"$160,000,000.00","Action, Science Fiction, Thriller",124905,tt0831387,en,Godzilla,14.02,"Toho Company, Legendary Pictures, Warner Bros., Disruption Entertainment, RatPac-Dune Entertainment","Japan, United States of America",2014-05-14,"$529,076,069.00",123,"Javanese, English",Released,Godzilla,6.1,3232,yes,yes,yes,yes
"$15,000,000.00",Comedy,187596,tt2463288,en,Walk of Shame,7.84,"Lakeshore Entertainment, Sidney Kimmel Entertainment, FilmDistrict",United States of America,2014-05-02,"$59,209.00",95,English,Released,Walk of Shame,5.8,561,no,no,yes,no
"$11,000,000.00",Comedy,212778,tt2883512,en,Chef,8.72,"Prescience, Fairview Entertainment, Altus Media",United States of America,2014-05-08,"$45,967,935.00",114,"English, Spanish",Released,Chef,7.2,1203,no,yes,yes,no
"$40,000,000.00",Comedy,232672,tt1086772,en,Blended,10.4,"Happy Madison Productions, Karz Entertainment, Warner Bros., Gulfstream Pictures",United States of America,2014-05-21,"$123,494,610.00",117,English,Released,Blended,6.6,1028,no,no,yes,no
"$8,000,000.00","Comedy, Music, Romance, Drama",198277,tt1980929,en,Begin Again,10.29,"Likely Story, Apatow Productions, Exclusive Media Group, Sycamore Pictures",United States of America,2013-09-07,"$63,464,861.00",104,English,Released,Begin Again,7.3,1285,yes,no,yes,no
"$180,000,000.00","Fantasy, Adventure, Action, Family, Romance",102651,tt1587310,en,Maleficent,19.47,"Walt Disney Pictures, Walt Disney Studios Motion Pictures, Roth Films",United States of America,2014-05-28,"$758,539,785.00",97,English,Released,Maleficent,7.0,4607,yes,no,yes,no
"$178,000,000.00","Action, Science Fiction",137113,tt1631867,en,Edge of Tomorrow,31.98,"Village Roadshow Pictures, Warner Bros., Viz Media, Province of British Columbia Production Services Tax Credit, 3 Arts Entertainment, RatPac-Dune Entertainment","Australia, United States of America",2014-05-27,"$370,541,256.00",113,English,Released,Edge of Tomorrow,7.6,4979,yes,no,yes,yes
"$150,000,000.00","Action, Adventure, Thriller",177677,tt2381249,en,Mission: Impossible - Rogue Nation,17.84,"Paramount Pictures, Skydance Productions, China Movie Channel, Bad Robot, TC Productions, Alibaba Pictures Group, Odin","China, United States of America",2015-07-23,"$682,330,139.00",131,"German, English, Swedish",Released,Mission: Impossible - Rogue Nation,7.1,3274,yes,yes,yes,yes
"$25,000,000.00",Drama,198185,tt1647668,en,Million Dollar Arm,9.45,Walt Disney Pictures,United States of America,2014-05-09,"$38,307,627.00",124,"Hindi, English",Released,Million Dollar Arm,6.6,264,no,yes,no,no
"$12,000,000.00","Romance, Drama",222935,tt2582846,en,The Fault in Our Stars,16.27,"Fox 2000 Pictures, Temple Hill Entertainment, TSG Entertainment",United States of America,2014-05-16,"$307,166,834.00",125,English,Released,The Fault in Our Stars,7.6,3868,yes,no,yes,no
"$12,700,000.00",Comedy,209185,tt2319580,en,The Grand Seduction,15.11,"Max Films Productions, Morag Loves Company",Canada,2014-05-30,"$3,430,018.00",112,English,Released,The Grand Seduction,6.7,109,no,no,yes,no
"$17,500,000.00","Drama, Music",175541,tt1425922,en,Black Nativity,5.35,"Fox Searchlight Pictures, Malvern Pictures",United States of America,2013-11-27,"$7,018,189.00",93,English,Released,Black Nativity,5.8,16,yes,no,yes,no
"$3,512,454.00",Drama,110428,tt2018086,fr,Camille Claudel 1915,0.11,"Canal+, Arte France Cinéma, 3B Productions, C.R.R.A.V. Nord Pas de Calais, Region PACA",France,2013-03-13,"$115,860.00",95,French,Released,Camille Claudel 1915,7.0,20,no,no,yes,no
"$4,357,373.00","Thriller, Drama",227700,tt1715336,en,Mindscape,10.86,"StudioCanal, Antena 3 Films, The Safran Company, Ombra Films, Roxbury, Vertical Entertainment","France, Spain, United Kingdom, United States of America",2013-10-13,"$1,200,000.00",99,English,Released,Mindscape,6.5,202,yes,no,yes,yes
"$50,000,000.00","Crime, Comedy, Action",187017,tt2294449,en,22 Jump Street,10.9,"Columbia Pictures, Original Film, Media Rights Capital, Metro-Goldwyn-Mayer (MGM), Cannell Studios, LStar Capital, 33andOut Productions, JHF Productions",United States of America,2014-06-05,"$188,441,614.00",112,English,Released,22 Jump Street,7.0,3375,yes,no,yes,no
"$55,000,000.00","Thriller, Action, Crime",156022,tt0455944,en,The Equalizer,17.62,"Columbia Pictures, Village Roadshow Pictures, Escape Artists, Mace Neufeld Productions, LStar Capital, Lonetree Entertainment",United States of America,2014-09-24,"$192,330,738.00",132,English,Released,The Equalizer,7.1,2997,yes,no,yes,no
"$145,000,000.00","Fantasy, Action, Adventure, Animation, Comedy, Family",82702,tt1646971,en,How to Train Your Dragon 2,12.26,"DreamWorks Animation, Mad Hatter Entertainment",United States of America,2014-06-12,"$609,123,048.00",102,English,Released,How to Train Your Dragon 2,7.6,3163,yes,no,yes,no
"$18,000,000.00","Drama, Comedy",194662,tt2562232,en,Birdman,18.19,"Worldview Entertainment, New Regency Pictures, TSG Entertainment, Le Grisbi Productions, M Productions",United States of America,2014-08-27,"$103,215,094.00",119,English,Released,Birdman,7.4,4657,yes,no,yes,no
"$4,000,000.00",Drama,85350,tt1065073,en,Boyhood,6.43,"IFC Films, Detour Filmproduction",United States of America,2014-06-05,"$44,349,000.00",164,"Spanish, English",Released,Boyhood,7.5,2008,no,yes,yes,no
"$24,000,000.00","Comedy, Romance",184098,tt2239832,en,Think Like a Man Too,7.58,Will Packer Productions,United States of America,2014-06-20,"$70,181,428.00",105,English,Released,Think Like a Man Too,6.3,229,yes,no,no,no
"$40,000,000.00","Music, Drama",209451,tt1742044,en,Jersey Boys,6.45,Warner Bros.,United States of America,2014-06-05,"$67,347,013.00",134,English,Released,Jersey Boys,6.8,257,yes,no,no,no
"$210,000,000.00","Science Fiction, Action, Adventure",91314,tt2109248,en,Transformers: Age of Extinction,18.5,"Paramount Pictures, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, China Movie Channel, Hasbro Studios, Ian Bryce Productions, Revolution Sun Studios",United States of America,2014-06-25,"$1,091,405,097.00",165,English,Released,Transformers: Age of Extinction,5.8,3136,yes,no,yes,no
"$20,000,000.00",Comedy,226486,tt2103254,en,Tammy,7.36,"New Line Cinema, Gary Sanchez Productions",United States of America,2014-07-02,"$100,525,432.00",97,English,Released,Tammy,5.0,508,no,no,yes,no
"$2,000,000.00","Drama, Thriller, Horror",242224,tt2321549,en,The Babadook,8.83,"South Australian Film Corporation, Screen Australia, Smoking Gun Productions, Causeway Films","Canada, Australia",2014-05-22,"$6,676,471.00",93,English,Released,The Babadook,6.5,1890,yes,no,yes,yes
"$3,300,000.00",Drama,244786,tt2582802,en,Whiplash,64.3,"Bold Films, Blumhouse Productions, Right of Way Films",United States of America,2014-10-10,"$13,092,000.00",105,English,Released,Whiplash,8.3,4376,no,no,yes,no
"$61,000,000.00","Mystery, Thriller, Drama",210577,tt2267998,en,Gone Girl,154.8,"Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood",United States of America,2014-10-01,"$369,330,363.00",145,English,Released,Gone Girl,7.9,6023,yes,no,yes,no
"$170,000,000.00","Science Fiction, Action, Drama, Thriller",119450,tt2103281,en,Dawn of the Planet of the Apes,75.39,"Ingenious Media, Chernin Entertainment, TSG Entertainment",United States of America,2014-06-26,"$710,644,566.00",130,English,Released,Dawn of the Planet of the Apes,7.3,4511,yes,no,yes,no
"$18,000,000.00","Comedy, Drama, Romance",253235,tt2465146,en,And So It Goes,7.7,"Castle Rock Entertainment, Envision Entertainment, ASIG Productions",United States of America,2014-07-20,"$25,312,387.00",94,English,Released,And So It Goes,5.7,166,yes,no,yes,no
"$40,000,000.00",Comedy,225886,tt1956620,en,Sex Tape,27.47,"Escape Artists, Media Rights Capital, Sony Pictures Entertainment (SPE), LStar Capital",United States of America,2014-07-17,"$126,069,509.00",97,English,Released,Sex Tape,5.2,1733,no,no,yes,no
"$9,000,000.00","Horror, Thriller",238636,tt2975578,en,The Purge: Anarchy,27.76,"Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions, 5150 Action","France, United States of America",2014-07-17,"$108,782,847.00",104,English,Released,The Purge: Anarchy,6.6,2008,yes,no,yes,yes
"$170,000,000.00","Action, Science Fiction, Adventure",118340,tt2015381,en,Guardians of the Galaxy,53.29,"Marvel Studios, Moving Picture Company (MPC), Bulletproof Cupid, Revolution Sun Studios","United Kingdom, United States of America",2014-07-30,"$773,328,629.00",121,English,Released,Guardians of the Galaxy,7.9,10014,yes,no,yes,yes
"$4,000,000.00","Thriller, Science Fiction",242095,tt2910814,en,The Signal,8.54,"Automatik Entertainment, Low Spark Films, Signal Film Group",United States of America,2014-03-15,"$600,896.00",95,English,Released,The Signal,5.8,639,yes,no,yes,no
"$90,000,000.00","Action, Adventure, Thriller",138103,tt2333784,en,The Expendables 3,14.75,"Davis-Films, Nu Image Films, LionsGate, Millennium Films, Ex3 Productions, Fipex Holding","France, United States of America",2014-08-04,"$206,172,544.00",127,English,Released,The Expendables 3,6.1,1830,yes,no,yes,yes
"$100,000,000.00","Action, Adventure",184315,tt1267297,en,Hercules,19.61,"Paramount Pictures, Metro-Goldwyn-Mayer (MGM), Radical Studios, Flynn Picture Company",United States of America,2014-07-23,"$243,400,000.00",99,English,Released,Hercules,5.6,1707,yes,no,yes,no
"$15,000,000.00",Thriller,157849,tt1972571,en,A Most Wanted Man,10.43,"Senator Film Produktion, Lionsgate, FilmNation Entertainment, Film4, Demarest Films, The Ink Factory, Potboiler Productions, Amusement Park Films","United Kingdom, United States of America, Germany",2014-07-25,"$31,554,855.00",121,English,Released,A Most Wanted Man,6.5,545,no,no,yes,yes
"$5,500,000.00","Drama, Comedy",231576,tt2870708,en,Wish I Was Here,6.15,"Double Feature Films, Wild Bunch, Worldview Entertainment",United States of America,2014-01-18,"$5,483,299.00",120,English,Released,Wish I Was Here,6.4,304,yes,no,yes,no
"$45,000,000.00","Romance, Drama, Music",243683,tt2626350,en,Step Up All In,8.59,"Summit Entertainment, Offspring Entertainment",United States of America,2014-07-16,"$86,165,646.00",112,English,Released,Step Up All In,6.7,649,yes,no,yes,no
"$2,400,000.00","Romance, Comedy, Horror",244566,tt2581244,en,Life After Beth,5.49,"Abbolita Productions, Starstream Entertainment, Destro Films, A24",United States of America,2014-08-15,"$88,273.00",90,English,Released,Life After Beth,5.0,235,yes,no,yes,no
"$12,250,000.00","Crime, Drama",157845,tt2345737,en,The Rover,6.56,"Porchlight Films, FilmNation Entertainment, Screen Australia, Screen NSW, Blue-Tongue Films, Lava Bear Films, South Australian Film Corporation, The, A24",Australia,2014-05-18,"$2,295,423.00",103,"Chinese, English",Released,The Rover,6.1,295,yes,yes,yes,no
"$16,800,000.00","Comedy, Drama, Romance",229297,tt2870756,en,Magic in the Moonlight,6.63,"Perdido Productions, Harbor Picture Company","United Kingdom, United States of America",2014-07-25,"$51,029,361.00",97,English,Released,Magic in the Moonlight,6.5,749,yes,no,yes,yes
"$22,000,000.00",Drama,228194,tt2980648,en,The Hundred-Foot Journey,14.47,"Amblin Entertainment, Harpo Films, Participant Media, Imagenation Abu Dhabi FZ, Reliance Entertainment, Touchstone Pictures, DreamWorks Studios","India, United States of America, United Arab Emirates",2014-08-06,"$88,880,821.00",122,"Hindi, English, French",Released,The Hundred-Foot Journey,7.3,516,no,yes,yes,yes
"$176,000,003.00","Science Fiction, Fantasy, Action, Adventure",76757,tt1617661,en,Jupiter Ascending,21.46,"Village Roadshow Pictures, Dune Entertainment, Anarchos Productions, Warner Bros.",United States of America,2015-02-04,"$183,987,723.00",124,English,Released,Jupiter Ascending,5.2,2816,yes,no,yes,no
"$125,000,000.00","Science Fiction, Action, Adventure, Fantasy, Comedy",98566,tt1291150,en,Teenage Mutant Ninja Turtles,22.34,"Paramount Pictures, Nickelodeon Movies, Platinum Dunes",United States of America,2014-08-07,"$477,200,000.00",101,English,Released,Teenage Mutant Ninja Turtles,5.8,2677,yes,no,yes,no
"$25,000,000.00","Drama, Science Fiction",227156,tt0435651,en,The Giver,12.47,"The Weinstein Company, Walden Media, Tonik Productions, Asis Productions",United States of America,2014-08-11,"$66,980,456.00",94,English,Released,The Giver,6.4,1859,yes,no,yes,no
"$17,000,000.00",Comedy,193893,tt1924435,en,Let's Be Cops,15.96,"Twentieth Century Fox Film Corporation, WideAwake, Genre Films",United States of America,2014-08-13,"$136,621,271.00",104,English,Released,Let's Be Cops,6.4,1234,no,no,yes,no
"$65,000,000.00","Crime, Thriller",189,tt0458481,en,Sin City: A Dame to Kill For,20.62,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco",United States of America,2014-08-20,"$39,407,616.00",102,English,Released,Sin City: A Dame to Kill For,6.3,1314,yes,no,yes,no
"$11,000,000.00",Drama,249164,tt1355630,en,If I Stay,9.66,"New Line Cinema, Metro-Goldwyn-Mayer (MGM)",United States of America,2014-08-21,"$78,874,843.00",106,English,Released,If I Stay,7.3,1415,no,no,yes,no
"$12,000,000.00","Comedy, Crime",209189,tt1663207,en,Life of Crime,17.79,"Gotham Group, Abbolita Productions, Starstream Entertainment",United States of America,2013-09-14,"$265,452.00",94,English,Released,Life of Crime,5.5,144,yes,no,yes,no
"$5,000,000.00","Horror, Thriller",256274,tt2870612,en,"As Above, So Below",10.85,"Universal Pictures, Legendary Pictures, Brothers Dowdle Productions",United States of America,2014-08-14,"$40,100,000.00",93,English,Released,"As Above, So Below",6.1,788,yes,no,yes,no
"$5,000,000.00","Mystery, Thriller, Action",241848,tt2980592,en,The Guest,6.44,"HanWay Films, Snoot Entertainment",United States of America,2014-09-17,"$2,367,161.00",99,English,Released,The Guest,6.5,661,yes,no,yes,no
"$22,000,000.00","Mystery, Thriller",204922,tt1726592,en,Before I Go to Sleep,14.92,"StudioCanal, Scott Free Productions, Millennium Films, Film i Väst, Filmgate Films, Clarius Entertainment","France, Sweden, United Kingdom",2014-09-03,"$15,447,154.00",92,English,Released,Before I Go to Sleep,6.2,672,yes,no,yes,yes
"$28,000,000.00","Drama, Romance",192145,tt2343793,en,Third Person,8.81,"Sony Pictures Classics, Hwy61, Corsan, Le Tax Shelter du Gouvernement Fédéral de Belgique, Apulia Film Commission, Italian Tax Credit, Volten, Lailaps Pictures, Filmfinance XII","Belgium, Germany, United Kingdom, United States of America",2013-09-09,"$1,749,201.00",137,"Italian, English",Released,Third Person,5.8,218,yes,yes,yes,yes
"$12,600,000.00","Drama, Crime",154400,tt1600196,en,The Drop,11.7,"Fox Searchlight Pictures, Chernin Entertainment",United States of America,2014-09-12,"$19,054,534.00",106,English,Released,The Drop,6.7,859,yes,no,yes,no
"$34,000,000.00","Action, Mystery, Science Fiction, Thriller",198663,tt1790864,en,The Maze Runner,76.94,"Ingenious Media, Twentieth Century Fox Film Corporation, Gotham Group, Dayday Films, Temple Hill Entertainment, TSG Entertainment",United States of America,2014-09-10,"$348,319,861.00",113,English,Released,The Maze Runner,7.0,5540,yes,no,yes,no
"$1,000,000.00",Drama,244506,tt2994190,en,Camp X-Ray,11.15,"Gotham Group, Upload Films, GNK Productions, Rough House Pictures, Young Gang",United States of America,2014-10-17,"$59,744.00",117,English,Released,Camp X-Ray,6.7,395,no,no,yes,no
